id,작성일,제목,가족형태,공간,평수구간,스타일,세부공사,분야,작업,예산,조회,스크랩,좋아요,댓글,url
4738,2019-12-16,"#햇살맛집 ,볕이 잘 드는 화이트 톤 신혼집",신혼부부,아파트,35,미니멀&심플,"주방리모델링, 조명시공",리모델링,반셀프,800,57963,1582,360,42,https://ohou.se/projects/17033/detail?affect_type=ProjectSelfIndex&affect_id=4738
4739,2019-12-15,2년을 살더라도 예쁘게 살고 싶은 신혼부부의 첫 집,신혼부부,아파트,25,"모던, 내추럴",0,홈스타일링,셀프•DIY,0,70044,911,260,15,https://ohou.se/projects/19640/detail?affect_type=ProjectSelfIndex&affect_id=4739
4740,2019-12-14,"자유롭게 여행하던 여자,이젠 나를 닮은 집을 여행합니다",아기가 있는 집,단독주택,25,"내추럴, 북유럽, 빈티지&레트로",0,건축,전문가,0,45763,1243,478,60,https://ohou.se/projects/19587/detail?affect_type=ProjectSelfIndex&affect_id=4740
4741,2019-12-14,당신이 사는 공간 | 나를 잘 드러내는 공간이 되기까지,싱글라이프,원룸&오피스텔,15,"모던, 러블리&로맨틱",0,홈스타일링,전문가,100,30937,344,87,17,https://ohou.se/projects/19368/detail?affect_type=ProjectSelfIndex&affect_id=4741
4742,2019-12-14,아이 덕분에 따뜻하고 아기자기해진 우리집,아기가 있는 집,아파트,25,내추럴,0,홈스타일링,반셀프,500,30743,448,100,13,https://ohou.se/projects/18691/detail?affect_type=ProjectSelfIndex&affect_id=4742
4743,2019-12-14,모던 심플 무드에 실용성까지 더한 화이트 하우스,"아기가 있는 집, 취학 자녀가 있는 집",아파트,45,"모던, 미니멀&심플","포세린타일, 주방리모델링, 조명시공, 가벽&파티션, 슬라이딩도어, 발코니확장",리모델링,전문가,0,93647,2302,587,46,https://ohou.se/projects/17398/detail?affect_type=ProjectSelfIndex&affect_id=4743
4744,2019-12-13,부모님과 함께 살아도 내 공간은 내 마음대로! ,"싱글라이프, 부모님과 함께 사는 집, 기타",아파트,5,"모던, 미니멀&심플, 내추럴",0,홈스타일링,셀프•DIY,200,163396,5576,1849,90,https://ohou.se/projects/19843/detail?affect_type=ProjectSelfIndex&affect_id=4744
4745,2019-12-13,도심 속 공원을 나의 정원처럼 바라볼 수 있는 집,"신혼부부, 아기가 있는 집",아파트,45,"모던, 미니멀&심플, 북유럽, 유니크&믹스매치","포세린타일, 주방리모델링, 조명시공, 아트월",리모델링,전문가,0,138275,3326,1319,75,https://ohou.se/projects/18082/detail?affect_type=ProjectSelfIndex&affect_id=4745
4746,2019-12-13,곧 태어날 아이를 기다리며 설레는 마음으로 꾸민 집,"신혼부부, 아기가 있는 집",아파트,35,모던,"원목마루, 아트월, 발코니확장",홈스타일링,셀프•DIY,0,41814,686,217,20,https://ohou.se/projects/17991/detail?affect_type=ProjectSelfIndex&affect_id=4746
4747,2019-12-12,내게 예뻐 보이는 것들로만 채운 가장 편안한 곳,신혼부부,아파트,35,"모던, 내추럴",0,홈스타일링,셀프•DIY,0,32445,557,178,34,https://ohou.se/projects/19699/detail?affect_type=ProjectSelfIndex&affect_id=4747
4748,2019-12-12,천천히 가꾸어 나가는 신혼 공간,신혼부부,아파트,35,"모던, 미니멀&심플, 빈티지&레트로","주방리모델링, 아트월",부분공사,반셀프,600,37713,916,218,31,https://ohou.se/projects/18960/detail?affect_type=ProjectSelfIndex&affect_id=4748
4749,2019-12-12,시골길 위에 그린 나의 일터이자 삶터,싱글라이프,단독주택,25,"모던, 미니멀&심플, 내추럴","대리석 바닥, 원목마루, 중문",홈스타일링,반셀프,0,34649,643,158,52,https://ohou.se/projects/18837/detail?affect_type=ProjectSelfIndex&affect_id=4749
4750,2019-12-12,"비용은 적게, 천천히, 하지만 편안하게.",아기가 있는 집,아파트,35,"미니멀&심플, 내추럴","원목마루, 주방리모델링, 발코니확장",홈스타일링,반셀프,0,27906,444,98,14,https://ohou.se/projects/18532/detail?affect_type=ProjectSelfIndex&affect_id=4750
4751,2019-12-11,"O! House ① 인디밴드, 스탠딩에그의 집",신혼부부,아파트,45,모던,0,리모델링,전문가,0,61938,2346,760,74,https://ohou.se/projects/19819/detail?affect_type=ProjectSelfIndex&affect_id=4751
4752,2019-12-11,초록이 가득한 우리 집,신혼부부,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,65351,1845,456,48,https://ohou.se/projects/19658/detail?affect_type=ProjectSelfIndex&affect_id=4752
4753,2019-12-11,화이트와 우드톤으로 꾸민 30평형 아파트,신혼부부,아파트,35,"모던, 미니멀&심플, 프렌치&프로방스","원목마루, 주방리모델링, 조명시공, 중문, 발코니확장",리모델링,전문가,3200,49395,915,231,40,https://ohou.se/projects/19534/detail?affect_type=ProjectSelfIndex&affect_id=4753
4754,2019-12-10,노란색과 초록색이 가득한 디자이너의 집,기타,빌라&연립,25,"내추럴, 빈티지&레트로, 러블리&로맨틱","포세린타일, 주방리모델링",부분공사,셀프•DIY,100,50860,2035,618,72,https://ohou.se/projects/19372/detail?affect_type=ProjectSelfIndex&affect_id=4754
4755,2019-12-10,좋아하는 집에서 기록하는 즐거움을 누리는 날들,신혼부부,아파트,25,미니멀&심플,0,홈스타일링,반셀프,0,62058,2049,562,65,https://ohou.se/projects/19254/detail?affect_type=ProjectSelfIndex&affect_id=4755
4756,2019-12-10,개성으로 가득찬 Color_full!,싱글라이프,원룸&오피스텔,5,"미니멀&심플, 빈티지&레트로, 유니크&믹스매치",0,홈스타일링,셀프•DIY,0,57257,1579,355,45,https://ohou.se/projects/18838/detail?affect_type=ProjectSelfIndex&affect_id=4756
4757,2019-12-09,"매일의 햇빛을 친구 삼아, 설레는 고층살이",아기가 있는 집,아파트,35,모던,조명시공,부분공사,전문가,300,98065,2652,731,102,https://ohou.se/projects/19565/detail?affect_type=ProjectSelfIndex&affect_id=4757
4758,2019-12-09,"초등학생 때부터 살던 방, 지금의 내게 맞게 바꾸기!",부모님과 함께 사는 집,아파트,45,내추럴,0,홈스타일링,셀프•DIY,100,53133,2100,600,48,https://ohou.se/projects/19495/detail?affect_type=ProjectSelfIndex&affect_id=4758
4759,2019-12-09,애정을 담아 집에 소품을 들이고 가꾸는 시간은 소중해요,신혼부부,아파트,35,"미니멀&심플, 유니크&믹스매치","조명시공, 발코니확장",부분공사,반셀프,1000,36927,1117,192,30,https://ohou.se/projects/18499/detail?affect_type=ProjectSelfIndex&affect_id=4759
4760,2019-12-08,당신이 사는 공간 | 좋아하는 걸 맘껏 즐기며 살아요,싱글라이프,원룸&오피스텔,5,0,0,홈스타일링,전문가,0,74620,1128,226,36,https://ohou.se/projects/19813/detail?affect_type=ProjectSelfIndex&affect_id=4760
4761,2019-12-08,곰팡이 가득했던 집을 힙하고 모던하게 바꿔봅시다!,싱글라이프,원룸&오피스텔,15,"모던, 미니멀&심플, 빈티지&레트로, 프렌치&프로방스",0,부분공사,셀프•DIY,100,57946,1239,793,127,https://ohou.se/projects/17870/detail?affect_type=ProjectSelfIndex&affect_id=4761
4762,2019-12-08,"셀프 홈스타일링, 1.5룸이 주는 행복",싱글라이프,원룸&오피스텔,15,미니멀&심플,0,홈스타일링,셀프•DIY,100,77155,1313,339,50,https://ohou.se/projects/17648/detail?affect_type=ProjectSelfIndex&affect_id=4762
4763,2019-12-07,나도 몰랐던 정리력을 알게 해준 현재진행형 신혼집,신혼부부,아파트,35,모던,0,홈스타일링,셀프•DIY,0,67629,1757,438,46,https://ohou.se/projects/18996/detail?affect_type=ProjectSelfIndex&affect_id=4763
4764,2019-12-07,"벌써 이 집에서 6년, 하지만 항상 새롭고 자연스럽게",취학 자녀가 있는 집,아파트,35,"미니멀&심플, 내추럴, 한국&아시아","주방리모델링, 조명시공, 중문, 아트월, 발코니확장",홈스타일링,전문가,0,44220,459,149,29,https://ohou.se/projects/18513/detail?affect_type=ProjectSelfIndex&affect_id=4764
4765,2019-12-07,"아무것도 하지 않아도 괜찮은, 1.5룸 감나무집",싱글라이프,원룸&오피스텔,15,러블리&로맨틱,0,홈스타일링,셀프•DIY,0,49761,949,267,25,https://ohou.se/projects/17615/detail?affect_type=ProjectSelfIndex&affect_id=4765
4766,2019-12-06,맥시멀리스트 세가족의 행복한 우리 집,아기가 있는 집,아파트,35,"모던, 미니멀&심플","주방리모델링, 조명시공, 중문, 가벽&파티션, 발코니확장",리모델링,전문가,0,38448,1009,291,47,https://ohou.se/projects/19073/detail?affect_type=ProjectSelfIndex&affect_id=4766
4767,2019-12-06,소품가게 같은 집ㅣ이야기가 있는 물건들에 위로받아요,취학 자녀가 있는 집,빌라&연립,45,빈티지&레트로,0,부분공사,반셀프,0,16606,380,94,37,https://ohou.se/projects/18048/detail?affect_type=ProjectSelfIndex&affect_id=4767
4768,2019-12-06,깨끗하게 고쳐 차근차근 채운 둘만의 첫 공간,신혼부부,아파트,25,미니멀&심플,"주방리모델링, 조명시공",리모델링,반셀프,1500,49621,1493,377,40,https://ohou.se/projects/16124/detail?affect_type=ProjectSelfIndex&affect_id=4768
4769,2019-12-05,집에서 노는게 젤 좋아! 32평 아파트 화이트 인테리어,취학 자녀가 있는 집,아파트,35,내추럴,0,리모델링,전문가,4000,61553,1071,351,52,https://ohou.se/projects/19031/detail?affect_type=ProjectSelfIndex&affect_id=4769
4770,2019-12-05,"취향을 알아가는 곳,  온전한 우리의 공간",신혼부부,아파트,25,0,0,리모델링,반셀프,0,44140,616,277,34,https://ohou.se/projects/19192/detail?affect_type=ProjectSelfIndex&affect_id=4770
4771,2019-12-05,확고한 스타일만큼이나 깊은 애정으로 바꾸고 가꾸는 집,"신혼부부, 아기가 있는 집",아파트,35,"모던, 미니멀&심플","원목마루, 주방리모델링, 조명시공, 중문, 가벽&파티션, 발코니확장",리모델링,전문가,4000,53099,1420,412,39,https://ohou.se/projects/18955/detail?affect_type=ProjectSelfIndex&affect_id=4771
4772,2019-12-05,명료한 가치관만큼 확고한 취향을 가진 의사 부부의 집,"신혼부부, 아기가 있는 집",아파트,55,러블리&로맨틱,0,리모델링,전문가,0,42388,1044,235,59,https://ohou.se/projects/18236/detail?affect_type=ProjectSelfIndex&affect_id=4772
4773,2019-12-05,아이보리와 베이지 빛으로 신혼집 분위기 내기,신혼부부,아파트,15,"내추럴, 북유럽, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,65183,1687,501,30,https://ohou.se/projects/18117/detail?affect_type=ProjectSelfIndex&affect_id=4773
4774,2019-12-04,머무는 시간동안 우리 가족이 편안할 수 있도록.,아기가 있는 집,아파트,35,"미니멀&심플, 내추럴, 북유럽","대리석 바닥, 주방리모델링, 조명시공, 중문",리모델링,전문가,3500,63924,1399,407,45,https://ohou.se/projects/19010/detail?affect_type=ProjectSelfIndex&affect_id=4774
4775,2019-12-04,혼자의 낭만을 발굴하는 1인 가구의 빈티지 인테리어,싱글라이프,빌라&연립,15,"내추럴, 빈티지&레트로, 클래식&앤틱",0,홈스타일링,셀프•DIY,100,82767,2408,1042,74,https://ohou.se/projects/18449/detail?affect_type=ProjectSelfIndex&affect_id=4775
4776,2019-12-04,파란 주방이 예쁜 복층집,신혼부부,단독주택,65,0,"주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,전문가,10000,32684,743,174,23,https://ohou.se/projects/18266/detail?affect_type=ProjectSelfIndex&affect_id=4776
4777,2019-12-03,비우고 채우며 성장하는 집,취학 자녀가 있는 집,아파트,25,"모던, 내추럴, 유니크&믹스매치","주방리모델링, 중문, 슬라이딩도어, 발코니확장",리모델링,반셀프,0,36087,710,136,32,https://ohou.se/projects/18669/detail?affect_type=ProjectSelfIndex&affect_id=4777
4778,2019-12-03,함께 사는 집ㅣ각자의 반경을 존중하고 가꾸는 일,부모님과 함께 사는 집,아파트,35,"모던, 미니멀&심플, 내추럴","조명시공, 중문, 아트월, 발코니확장",홈스타일링,반셀프,1300,33153,837,242,26,https://ohou.se/projects/18063/detail?affect_type=ProjectSelfIndex&affect_id=4778
4779,2019-12-03,"""직접 지은 주택에서 꿈 같은 날들을 보내고 있어요""",아기가 있는 집,단독주택,25,내추럴,0,건축,반셀프,0,38023,903,353,66,https://ohou.se/projects/17005/detail?affect_type=ProjectSelfIndex&affect_id=4779
4780,2019-12-02,매일 보름달이 뜨는 집 | 마음을 가꾸듯 집을 가꿔요,아기가 있는 집,아파트,35,미니멀&심플,"원목마루, 주방리모델링, 조명시공, 폴딩도어, 중문, 가벽&파티션",리모델링,전문가,2700,56779,1462,542,63,https://ohou.se/projects/18927/detail?affect_type=ProjectSelfIndex&affect_id=4780
4781,2019-12-02,그레이와 라탄으로 느낌을 낸 신형 아파트,신혼부부,아파트,35,"모던, 내추럴",0,홈스타일링,셀프•DIY,0,41310,994,167,21,https://ohou.se/projects/18712/detail?affect_type=ProjectSelfIndex&affect_id=4781
4782,2019-12-02,6년 차 엄마의 취향으로 꾸민 셀프인테리어,아기가 있는 집,아파트,35,"모던, 미니멀&심플, 내추럴",0,홈스타일링,셀프•DIY,200,39724,671,213,38,https://ohou.se/projects/18377/detail?affect_type=ProjectSelfIndex&affect_id=4782
4783,2019-12-01,화이트 톤의 심플하면서도 분위기 있는 공간,취학 자녀가 있는 집,아파트,35,"미니멀&심플, 내추럴, 러블리&로맨틱",0,홈스타일링,셀프•DIY,0,19083,261,45,13,https://ohou.se/projects/17589/detail?affect_type=ProjectSelfIndex&affect_id=4783
4784,2019-11-30,집이 중요한 사람이 남서향 집을 만났을 때 ,아기가 있는 집,아파트,35,"내추럴, 빈티지&레트로",0,부분공사,반셀프,1000,79218,1677,421,59,https://ohou.se/projects/18911/detail?affect_type=ProjectSelfIndex&affect_id=4784
4785,2019-11-30,바다가 품은 하얀 집ㅣ매일 새로운 풍경들,아기가 있는 집,아파트,35,"모던, 미니멀&심플","조명시공, 아트월, 발코니확장",홈스타일링,반셀프,1000,52522,964,474,53,https://ohou.se/projects/18217/detail?affect_type=ProjectSelfIndex&affect_id=4785
4786,2019-11-30,순식간에 자라나는 아이들을 위한 포토 스팟이 있는 집,아기가 있는 집,아파트,35,유니크&믹스매치,0,홈스타일링,셀프•DIY,0,45191,770,332,35,https://ohou.se/projects/17861/detail?affect_type=ProjectSelfIndex&affect_id=4786
4787,2019-11-29,"""오래 전부터 대화가 많은 집을 꿈 꿨어요""",신혼부부,아파트,35,빈티지&레트로,0,홈스타일링,셀프•DIY,0,45485,943,351,28,https://ohou.se/projects/18822/detail?affect_type=ProjectSelfIndex&affect_id=4787
4788,2019-11-29,눈이 부시도록 환한 화이트 빈티지 하우스,취학 자녀가 있는 집,아파트,25,빈티지&레트로,주방리모델링,리모델링,반셀프,0,38430,966,317,42,https://ohou.se/projects/18437/detail?affect_type=ProjectSelfIndex&affect_id=4788
4789,2019-11-29,특이한 구조의 집과 고양이만큼 매력적인 집사의 감각,기타,원룸&오피스텔,15,프렌치&프로방스,0,홈스타일링,셀프•DIY,100,48875,1493,370,25,https://ohou.se/projects/17614/detail?affect_type=ProjectSelfIndex&affect_id=4789
4790,2019-11-28,당신이 사는 공간 | 함께 일하고 싶은 이들의 아지트,싱글라이프,원룸&오피스텔,15,"내추럴, 빈티지&레트로",0,홈스타일링,전문가,400,43002,1100,288,39,https://ohou.se/projects/19033/detail?affect_type=ProjectSelfIndex&affect_id=4790
4791,2019-11-28,계절을 뛰어넘는 공간을 집으로 들이다! ,취학 자녀가 있는 집,아파트,35,"모던, 유니크&믹스매치",조명시공,홈스타일링,셀프•DIY,1000,25512,713,129,43,https://ohou.se/projects/18824/detail?affect_type=ProjectSelfIndex&affect_id=4791
4792,2019-11-28,"연말을 준비하는 자세, 따뜻한 거실 홈 스타일링",싱글라이프,빌라&연립,15,"내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,58218,1286,352,27,https://ohou.se/projects/18823/detail?affect_type=ProjectSelfIndex&affect_id=4792
4793,2019-11-28,아이들에 대한 사랑을 잊지않으면서 편안하고 자연스럽게,아기가 있는 집,아파트,35,내추럴,조명시공,홈스타일링,셀프•DIY,400,54020,677,247,39,https://ohou.se/projects/18089/detail?affect_type=ProjectSelfIndex&affect_id=4793
4794,2019-11-28,건축하는 남자의 빈티지한 자취방,싱글라이프,원룸&오피스텔,15,"모던, 내추럴, 클래식&앤틱",0,홈스타일링,셀프•DIY,100,116599,3768,1128,81,https://ohou.se/projects/17952/detail?affect_type=ProjectSelfIndex&affect_id=4794
4795,2019-11-27,하나부터 열까지 직접 만들어 더 따뜻한 러스틱 주방,취학 자녀가 있는 집,단독주택,35,0,0,리모델링,셀프•DIY,0,42375,778,290,69,https://ohou.se/projects/18693/detail?affect_type=ProjectSelfIndex&affect_id=4795
4796,2019-11-27,"물감을 얹은 듯, 프로방스를 닮은 그림 같은 집",취학 자녀가 있는 집,빌라&연립,55,프렌치&프로방스,"원목마루, 포세린타일, 주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,전문가,5000,31826,508,154,38,https://ohou.se/projects/18088/detail?affect_type=ProjectSelfIndex&affect_id=4796
4797,2019-11-27,"따로 또 같이, 특이하고 재밌는 집 '기윤재'",취학 자녀가 있는 집,단독주택,55,0,0,건축,전문가,0,113215,3468,1585,254,https://ohou.se/projects/17961/detail?affect_type=ProjectSelfIndex&affect_id=4797
4798,2019-11-26,신혼부부의 12평 행복주택 활용법,신혼부부,아파트,15,미니멀&심플,0,홈스타일링,셀프•DIY,0,119277,3220,898,69,https://ohou.se/projects/18599/detail?affect_type=ProjectSelfIndex&affect_id=4798
4799,2019-11-26,신혼의 로망을 집이라는 공간에 가득 담아,신혼부부,아파트,35,모던,"원목마루, 주방리모델링, 조명시공, 중문, 슬라이딩도어, 발코니확장",리모델링,전문가,6000,45533,1313,466,42,https://ohou.se/projects/17928/detail?affect_type=ProjectSelfIndex&affect_id=4799
4800,2019-11-26,포인트 가구와 소품으로 알차게 꾸민 신혼집,신혼부부,아파트,25,빈티지&레트로,0,홈스타일링,전문가,0,32204,440,127,20,https://ohou.se/projects/17712/detail?affect_type=ProjectSelfIndex&affect_id=4800
4801,2019-11-25,"결혼 2년차, 3번의 이사. 당분간 이사는 없어요! ",신혼부부,아파트,35,내추럴,"주방리모델링, 조명시공, 발코니확장",리모델링,전문가,2700,34753,405,175,27,https://ohou.se/projects/18840/detail?affect_type=ProjectSelfIndex&affect_id=4801
4802,2019-11-25,내가 만든 가구로 채운 소중한 나의 집,아기가 있는 집,단독주택,35,"내추럴, 빈티지&레트로",0,홈스타일링,반셀프,0,36724,805,273,63,https://ohou.se/projects/18839/detail?affect_type=ProjectSelfIndex&affect_id=4802
4803,2019-11-25,"3살 아기와 10살 고양이, 그리고 부부가 사는 집",아기가 있는 집,아파트,35,"모던, 내추럴","조명시공, 아트월",홈스타일링,반셀프,300,26096,546,127,13,https://ohou.se/projects/18034/detail?affect_type=ProjectSelfIndex&affect_id=4803
4804,2019-11-25,"영국의 어떤 집처럼, 시골 아가씨의 전원생활",부모님과 함께 사는 집,단독주택,75,"빈티지&레트로, 클래식&앤틱, 러블리&로맨틱",0,홈스타일링,셀프•DIY,0,45758,1334,528,84,https://ohou.se/projects/17410/detail?affect_type=ProjectSelfIndex&affect_id=4804
4805,2019-11-24,오늘의 홈카페 | planet_801님,신혼부부,기타,25,0,0,홈스타일링,셀프•DIY,0,26519,752,263,45,https://ohou.se/projects/19038/detail?affect_type=ProjectSelfIndex&affect_id=4805
4806,2019-11-24,차근차근 꾸미고 있는 둘만의 공간,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,0,31069,386,78,14,https://ohou.se/projects/18494/detail?affect_type=ProjectSelfIndex&affect_id=4806
4807,2019-11-23,나를 닮은 내 공간에서 사랑하는 사람과 함께한다는 것,신혼부부,아파트,35,"모던, 북유럽, 프렌치&프로방스, 러블리&로맨틱",0,홈스타일링,반셀프,0,46586,1221,278,21,https://ohou.se/projects/17608/detail?affect_type=ProjectSelfIndex&affect_id=4807
4808,2019-11-23,"15평 빌라 아이 있는 집, 미니멀라이프로 살기",아기가 있는 집,빌라&연립,15,"미니멀&심플, 내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,79792,1224,401,88,https://ohou.se/projects/17204/detail?affect_type=ProjectSelfIndex&affect_id=4808
4809,2019-11-22,사랑하는 동물친구들과 함께 하는 햇살 좋은 집,싱글라이프,아파트,15,"내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,200,81595,1565,567,60,https://ohou.se/projects/18578/detail?affect_type=ProjectSelfIndex&affect_id=4809
4810,2019-11-22,이케아로 꾸민 화이트 주택 리모델링,신혼부부,단독주택,35,"모던, 미니멀&심플, 내추럴, 북유럽","대리석 바닥, 포세린타일, 주방리모델링, 조명시공, 중문, 슬라이딩도어, 아트월, 폴리싱타일",리모델링,전문가,0,78650,1904,698,74,https://ohou.se/projects/17563/detail?affect_type=ProjectSelfIndex&affect_id=4810
4811,2019-11-22,조용한 시골에서 우리만의 낭만을 쌓아가고 있어요.,신혼부부,빌라&연립,25,내추럴,0,홈스타일링,셀프•DIY,0,80244,1671,476,46,https://ohou.se/projects/17193/detail?affect_type=ProjectSelfIndex&affect_id=4811
4812,2019-11-21,자취하는 김과장의 심야식당 ,싱글라이프,원룸&오피스텔,5,미니멀&심플,0,홈스타일링,셀프•DIY,100,121610,3321,786,72,https://ohou.se/projects/18686/detail?affect_type=ProjectSelfIndex&affect_id=4812
4813,2019-11-21,내 마음대로 할 수 있는 동갑내기 옥탑방에 살고 있어요,싱글라이프,원룸&오피스텔,5,"내추럴, 빈티지&레트로",0,부분공사,셀프•DIY,100,61794,1280,500,83,https://ohou.se/projects/18431/detail?affect_type=ProjectSelfIndex&affect_id=4813
4814,2019-11-21,간결하고 따스한 싱글족의 미니멀리즘.,싱글라이프,원룸&오피스텔,15,0,0,홈스타일링,셀프•DIY,200,81756,1746,471,57,https://ohou.se/projects/17675/detail?affect_type=ProjectSelfIndex&affect_id=4814
4815,2019-11-21,커다란 통창과 내추럴함이 공존하는 집,싱글라이프,원룸&오피스텔,15,빈티지&레트로,0,홈스타일링,셀프•DIY,100,100245,3066,921,78,https://ohou.se/projects/17349/detail?affect_type=ProjectSelfIndex&affect_id=4815
4816,2019-11-20,전주에서 워킹홀리데이 중인 문방구 주인의 공간,"싱글라이프, 기타",빌라&연립,15,"내추럴, 빈티지&레트로, 유니크&믹스매치",0,홈스타일링,셀프•DIY,100,81660,660,267,86,https://ohou.se/projects/18557/detail?affect_type=ProjectSelfIndex&affect_id=4816
4817,2019-11-20,충분한 고민과 검색으로 완성한 지금의 집,아기가 있는 집,아파트,35,0,0,리모델링,전문가,0,56717,1542,463,68,https://ohou.se/projects/18633/detail?affect_type=ProjectSelfIndex&affect_id=4817
4818,2019-11-20,"두 아이가 자라는, 따뜻한 감성이 넘치는 집",아기가 있는 집,아파트,35,내추럴,0,홈스타일링,셀프•DIY,0,123163,2684,914,85,https://ohou.se/projects/17653/detail?affect_type=ProjectSelfIndex&affect_id=4818
4819,2019-11-20,"빈티지 가구로 채운, 눈이 즐거운 미국 서부 타운하우스",신혼부부,기타,35,"모던, 빈티지&레트로, 유니크&믹스매치",0,홈스타일링,반셀프,1000,46769,1622,560,39,https://ohou.se/projects/17034/detail?affect_type=ProjectSelfIndex&affect_id=4819
4820,2019-11-19,10평 안에 담은 나만의 힐링 공간,싱글라이프,원룸&오피스텔,15,내추럴,0,홈스타일링,셀프•DIY,0,140871,3626,1260,88,https://ohou.se/projects/18546/detail?affect_type=ProjectSelfIndex&affect_id=4820
4821,2019-11-19,방을 터서 만든 넓은 거실을 지닌 신혼집!,신혼부부,아파트,25,내추럴,0,홈스타일링,셀프•DIY,3000,58902,1243,321,41,https://ohou.se/projects/18528/detail?affect_type=ProjectSelfIndex&affect_id=4821
4822,2019-11-19,좋아하는 것들 속에서 살고 있습니다.,신혼부부,아파트,25,"내추럴, 클래식&앤틱","주방리모델링, 조명시공, 중문, 가벽&파티션",리모델링,전문가,3000,90408,3536,850,78,https://ohou.se/projects/17337/detail?affect_type=ProjectSelfIndex&affect_id=4822
4823,2019-11-19,보기만 해도 유쾌해지는 '오키부부'가 말하는 집의 의미,신혼부부,빌라&연립,25,미니멀&심플,주방리모델링,리모델링,반셀프,300,56992,1401,718,72,https://ohou.se/projects/16938/detail?affect_type=ProjectSelfIndex&affect_id=4823
4824,2019-11-18,오래된 물건과 고양이와 함께 느리게 짓는 생활,"싱글라이프, 기타",빌라&연립,25,"미니멀&심플, 내추럴, 빈티지&레트로",0,홈스타일링,셀프•DIY,0,67211,1607,505,78,https://ohou.se/projects/18485/detail?affect_type=ProjectSelfIndex&affect_id=4824
4825,2019-11-18,시원한 숲이 마주하는 신혼집,신혼부부,빌라&연립,25,"모던, 미니멀&심플, 내추럴","주방리모델링, 조명시공, 가벽&파티션",부분공사,전문가,1100,47154,830,298,53,https://ohou.se/projects/18424/detail?affect_type=ProjectSelfIndex&affect_id=4825
4826,2019-11-18,신혼집에 가득한 미드센츄리 모던 무드,신혼부부,빌라&연립,35,"모던, 빈티지&레트로, 유니크&믹스매치",0,홈스타일링,셀프•DIY,3000,56980,2477,561,31,https://ohou.se/projects/17450/detail?affect_type=ProjectSelfIndex&affect_id=4826
4827,2019-11-18,로망으로 가득 채운 신혼집ㅣ반셀프 인테리어 꿀팁 대방출,신혼부부,아파트,35,"모던, 미니멀&심플","헤링본 마루, 원목마루, 조명시공, 가벽&파티션, 아트월",부분공사,반셀프,1000,47344,1671,419,45,https://ohou.se/projects/17240/detail?affect_type=ProjectSelfIndex&affect_id=4827
4828,2019-11-16,공사하지 않아도 충분한 홈스타일링,아기가 있는 집,아파트,35,빈티지&레트로,"조명시공, 가벽&파티션",부분공사,반셀프,600,80704,1977,487,31,https://ohou.se/projects/18315/detail?affect_type=ProjectSelfIndex&affect_id=4828
4829,2019-11-16,햇살과 사랑이 가득한 신혼집,신혼부부,아파트,25,"모던, 러블리&로맨틱",발코니확장,홈스타일링,셀프•DIY,0,57711,1118,234,28,https://ohou.se/projects/17864/detail?affect_type=ProjectSelfIndex&affect_id=4829
4830,2019-11-16,손재주꾼 맥시멀리스트의 근교 시골살이,부모님과 함께 사는 집,단독주택,55,내추럴,0,건축,반셀프,0,40752,575,353,49,https://ohou.se/projects/17069/detail?affect_type=ProjectSelfIndex&affect_id=4830
4831,2019-11-16,기록하는 삶은 쉽게 무너지지 않는다.,싱글라이프,원룸&오피스텔,5,모던,0,홈스타일링,셀프•DIY,100,152701,3394,1106,70,https://ohou.se/projects/16764/detail?affect_type=ProjectSelfIndex&affect_id=4831
4832,2019-11-15,소품으로만 인테리어 완성! 오래된 아파트,신혼부부,아파트,25,"모던, 미니멀&심플",발코니확장,홈스타일링,셀프•DIY,500,54732,814,182,18,https://ohou.se/projects/18323/detail?affect_type=ProjectSelfIndex&affect_id=4832
4833,2019-11-15,내 가족에게 편히 머물 수 있는 공간을 선물하고 싶어요,신혼부부,아파트,35,미니멀&심플,"주방리모델링, 조명시공, 아트월",리모델링,반셀프,2800,55895,844,298,49,https://ohou.se/projects/17454/detail?affect_type=ProjectSelfIndex&affect_id=4833
4834,2019-11-15,아름다운 뷰의 목조 아파트 : 행복한 미국 신혼생활,신혼부부,아파트,35,"미니멀&심플, 내추럴",0,홈스타일링,셀프•DIY,700,23111,295,145,13,https://ohou.se/projects/16766/detail?affect_type=ProjectSelfIndex&affect_id=4834
4835,2019-11-14,외할머니를 닮은 집엔 손녀를 꼭 빼닮은 방이 있어요,"부모님과 함께 사는 집, 기타",단독주택,65,"내추럴, 빈티지&레트로",0,리모델링,반셀프,700,38878,847,472,64,https://ohou.se/projects/18172/detail?affect_type=ProjectSelfIndex&affect_id=4835
